,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Valor_Unitario_Num,Valor Custo
1100,65766,2023-12-04,Loja São Paulo 2,Teclado sem Fio Megaware,1,92,92,92,68.63
1101,65767,2023-12-04,Loja Maringá,Kit Teclado e Mouse Sem Fio,1,700,700,700,522.37
1102,65767,2023-12-04,Loja Maringá,HD SSD Maxtel 750 Gb,3,70,210,70,64.21
1103,65767,2023-12-04,Loja Maringá,Kit Teclado e Mouse Sem Fio,2,116,232,116,86.56
1104,65768,2023-12-04,Loja São Paulo 3,Teclado sem Fio Megaware,2,93,186,93,69.38
1105,65768,2023-12-04,Loja São Paulo 3,HD SSD Maxtel 750 Gb,4,130,520,130,119.25
1106,65769,2023-12-04,Loja São Paulo 2,HD SSD Maxtel 750 Gb,4,270,1080,270,247.67
1107,65769,2023-12-04,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,5,149,745,149,111.19
1108,65770,2023-12-04,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,283,566,283,259.59
1109,65770,2023-12-04,Loja São Paulo 1,Fone de Ouvido Bluetooth HP,1,181,181,181,122.48
1110,65770,2023-12-04,Loja São Paulo 1,Mouse Pad Colorido,2,363,726,363,148.97
1111,65771,2023-12-04,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,259,518,259,193.28
1112,65771,2023-12-04,Loja São Paulo 3,Calculadora Cientifica HP,1,155,155,155,110.98
1113,65771,2023-12-04,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,706,706,706,526.85
1114,65772,2023-12-04,Loja São Paulo 1,Mouse Pad Colorido,2,218,436,218,89.46
1115,65773,2023-12-04,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
1116,65774,2023-12-04,Loja João Pessoa,Mouse sem Fio Microsoft,1,269,269,269,168.28
1117,65774,2023-12-04,Loja João Pessoa,Teclado Gamer com Led,1,215,215,215,158.13
1118,65775,2023-12-04,Loja São Paulo 3,Mesa Digitalizadora,1,187,187,187,132.92
1119,65775,2023-12-04,Loja São Paulo 3,Mouse Pad Colorido,1,368,368,368,151.02
1120,65775,2023-12-04,Loja São Paulo 3,HD SSD Maxtel 750 Gb,2,176,352,176,161.44
1121,65776,2023-12-04,Loja Maringá,Mouse Pad Colorido,3,90,270,90,36.93
1122,65777,2023-12-04,Loja Natal,Teclado sem Fio Multi,1,50,50,50,31.43
1123,65778,2023-12-04,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,118,118,118,105.21
1124,65782,2023-12-04,Loja Maringá,Teclado Gamer com Led,1,215,215,215,158.13
1125,65782,2023-12-04,Loja Maringá,HD SSD Maxtel 750 Gb,4,277,1108,277,254.09
1126,65783,2023-12-04,Loja Maringá,Mouse Pad Colorido,2,358,716,358,146.91
1127,65783,2023-12-04,Loja Maringá,Kit Teclado e Mouse Sem Fio,2,294,588,294,219.4
1128,65784,2023-12-05,Loja Campinas,Mesa Digitalizadora,2,223,446,223,158.5
1129,65784,2023-12-05,Loja Campinas,HD SSD Maxtel 750 Gb,1,37,37,37,33.94
1130,65785,2023-12-05,Loja São Paulo 3,Roteador 300 Mbps Cisco,2,74,148,74,58.87
1131,65785,2023-12-05,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,259,259,259,193.28
1132,65786,2023-12-05,Loja São Paulo 2,Mouse sem Fio Microsoft,5,259,1295,259,162.03
1133,65786,2023-12-05,Loja São Paulo 2,Teclado sem Fio Multi,5,60,300,60,37.72
1134,65788,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,3,276,828,276,253.17
1135,65788,2023-12-05,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,3,116,348,116,103.43
1136,65788,2023-12-05,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,108,108,108,96.3
1137,65790,2023-12-05,Loja Fortaleza,HD SSD Kingston 1 Tb,2,141,282,141,125.72
1138,65790,2023-12-05,Loja Fortaleza,Mouse Pad Colorido,2,96,192,96,39.4
1139,65791,2023-12-05,Loja Natal,HD SSD Kingston 1 Tb,2,145,290,145,129.29
1140,65793,2023-12-05,Loja Rio de Janeiro 2,Mouse Pad Colorido,5,368,1840,368,151.02
1141,65793,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,5,38,190,38,34.86
1142,65793,2023-12-05,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,141,141,141,125.72
1143,65793,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,4,294,1176,294,219.4
1144,65793,2023-12-05,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,1,170,170,170,115.04
1145,65793,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,4,720,2880,720,537.3
1146,65794,2023-12-05,Loja São Paulo 1,Calculadora Cientifica HP,5,195,975,195,139.62
1147,65794,2023-12-05,Loja São Paulo 1,HD SSD Kingston 1 Tb,2,100,200,100,89.17
1148,65795,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,4,41,164,41,37.61
1149,65795,2023-12-05,Loja Rio de Janeiro 2,Mesa Digitalizadora,1,223,223,223,158.5
1150,65798,2023-12-05,Loja Fortaleza,Mesa Digitalizadora,1,200,200,200,142.16
1151,65798,2023-12-05,Loja Fortaleza,HD SSD Maxtel 750 Gb,5,277,1385,277,254.09
1152,65800,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,141,141,141,125.72
1153,65801,2023-12-05,Loja São Paulo 3,Mouse sem Fio Microsoft,2,255,510,255,159.53
1154,65802,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,294,294,294,219.4
1155,65803,2023-12-05,Loja São Paulo 1,Mesa Digitalizadora,1,223,223,223,158.5
1156,65803,2023-12-05,Loja São Paulo 1,Teclado sem Fio Multi,1,66,66,66,41.49
1157,65804,2023-12-05,Loja São Paulo 1,Teclado sem Fio Megaware,2,97,194,97,72.36
1158,65805,2023-12-05,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,5,294,1470,294,219.4
1159,65806,2023-12-05,Loja São Paulo 3,Calculadora Cientifica HP,1,150,150,150,107.4
1160,65806,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,4,105,420,105,93.62
1161,65806,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,108,108,108,44.32
1162,65806,2023-12-05,Loja São Paulo 3,Teclado sem Fio Multi,3,67,201,67,42.12
1163,65808,2023-12-05,Loja Rio de Janeiro 1,Mesa Digitalizadora,1,196,196,196,139.31
1164,65808,2023-12-05,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,2,74,148,74,58.87
1165,65808,2023-12-05,Loja Rio de Janeiro 1,Teclado Gamer com Led,1,214,214,214,157.4
1166,65809,2023-12-05,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,4,100,400,100,89.17
1167,65809,2023-12-05,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,141,141,141,125.72
1168,65809,2023-12-05,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,4,170,680,170,115.04
1169,65809,2023-12-05,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,209,209,209,153.72
1170,65809,2023-12-05,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,100,300,100,41.04
1171,65810,2023-12-05,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,2,299,598,299,187.05
1172,65810,2023-12-05,Loja Rio de Janeiro 1,Mouse Pad Colorido,4,100,400,100,41.04
1173,65810,2023-12-05,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,60,60,60,47.73
1174,65811,2023-12-05,Loja Natal,Mesa Digitalizadora,1,196,196,196,139.31
1175,65811,2023-12-05,Loja Natal,Mouse sem Fio Microsoft,3,299,897,299,187.05
1176,65813,2023-12-05,Loja Campinas,HD SSD Kingston 1 Tb,3,105,315,105,93.62
1177,65813,2023-12-05,Loja Campinas,HD SSD Maxtel 750 Gb,2,270,540,270,247.67
1178,65813,2023-12-05,Loja Campinas,Mouse Pad Colorido,1,200,200,200,82.07
1179,65814,2023-12-05,Loja Recife,Teclado Gamer com Led,1,215,215,215,158.13
1180,65815,2023-12-05,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,1,720,720,720,537.3
1181,65815,2023-12-05,Loja Fortaleza,HD SSD Kingston 1 Tb,2,145,290,145,129.29
1182,65815,2023-12-05,Loja Fortaleza,HD SSD Kingston 1 Tb,2,113,226,113,100.76
1183,65815,2023-12-05,Loja Fortaleza,Mouse sem Fio Microsoft,4,255,1020,255,159.53
1184,65815,2023-12-05,Loja Fortaleza,Mouse Pad Colorido,1,200,200,200,82.07
1185,65816,2023-12-05,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
1186,65816,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,2,100,200,100,89.17
1187,65816,2023-12-05,Loja São Paulo 3,Teclado sem Fio Multi,2,93,186,93,58.46
1188,65819,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,262,262,262,195.52
1189,65819,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,5,79,395,79,72.47
1190,65820,2023-12-05,Loja Florianópolis,Mesa Digitalizadora,4,197,788,197,140.02
1191,65820,2023-12-05,Loja Florianópolis,HD SSD Maxtel 750 Gb,1,270,270,270,247.67
1192,65823,2023-12-05,Loja Recife,Mouse Pad Colorido,1,133,133,133,54.58
1193,65825,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
1194,65825,2023-12-05,Loja Rio de Janeiro 1,Mouse Pad Colorido,3,368,1104,368,151.02
1195,65826,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,218,218,218,89.46
1196,65826,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,368,368,368,151.02
1197,65827,2023-12-05,Loja São Paulo 3,HD SSD Maxtel 750 Gb,3,149,447,149,136.68
1198,65828,2023-12-05,Loja São Paulo 2,Teclado Gamer com Led,3,200,600,200,147.1
1199,65829,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,1,100,100,100,89.17
1200,65829,2023-12-05,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,276,276,276,253.17
1201,65829,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,100,100,100,41.04
1202,65830,2023-12-05,Loja São Paulo 2,Calculadora Cientifica HP,1,157,157,157,112.41
1203,65830,2023-12-05,Loja São Paulo 2,Teclado sem Fio Megaware,2,80,160,80,59.68
1204,65831,2023-12-05,Loja São Paulo 3,Calculadora Cientifica HP,3,150,450,150,107.4
1205,65831,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,358,358,358,146.91
1206,65831,2023-12-05,Loja São Paulo 3,Teclado sem Fio Multi,3,67,201,67,42.12
1207,65832,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,276,552,276,253.17
1208,65832,2023-12-05,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,5,211,1055,211,142.78
1209,65833,2023-12-05,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,215,430,215,158.13
1210,65834,2023-12-05,Loja Blumenau,Mesa Digitalizadora,1,223,223,223,158.5
1211,65834,2023-12-05,Loja Blumenau,Mesa Digitalizadora,1,187,187,187,132.92
1212,65835,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,1,200,200,200,82.07
1213,65837,2023-12-05,Loja Natal,Calculadora Cientifica HP,2,150,300,150,107.4
1214,65837,2023-12-05,Loja Natal,Mouse Pad Colorido,3,102,306,102,41.86
1215,65838,2023-12-05,Loja São Paulo 1,Teclado Gamer com Led,1,200,200,200,147.1
1216,65838,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,709,1418,709,529.09
1217,65841,2023-12-05,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,4,66,264,66,52.5
1218,65842,2023-12-05,Loja Blumenau,HD SSD Maxtel 750 Gb,3,176,528,176,161.44
1219,65842,2023-12-05,Loja Blumenau,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
1220,65842,2023-12-05,Loja Blumenau,HD SSD Maxtel 750 Gb,3,70,210,70,64.21
1221,65842,2023-12-05,Loja Blumenau,Kit Teclado e Mouse Sem Fio,1,114,114,114,85.07
1222,65843,2023-12-05,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,294,294,294,219.4
1223,65844,2023-12-05,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,1,170,170,170,115.04
1224,65844,2023-12-05,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,3,170,510,170,115.04
1225,65844,2023-12-05,Loja São Paulo 3,Roteador 300 Mbps Cisco,2,74,148,74,58.87
1226,65845,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,3,214,642,214,87.82
1227,65845,2023-12-05,Loja São Paulo 3,Teclado sem Fio Multi,2,93,186,93,58.46
1228,65846,2023-12-05,Loja São Paulo 3,Roteador 300 Mbps Cisco,1,73,73,73,58.07
1229,65846,2023-12-05,Loja São Paulo 3,Mesa Digitalizadora,1,223,223,223,158.5
1230,65847,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,250,250,250,186.56
1231,65847,2023-12-05,Loja São Paulo 1,Mesa Digitalizadora,1,180,180,180,127.94
1232,65847,2023-12-05,Loja São Paulo 1,Teclado sem Fio Multi,5,93,465,93,58.46
1233,65849,2023-12-05,Loja São Paulo 3,Roteador 300 Mbps Cisco,3,66,198,66,52.5
1234,65850,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,176,352,176,161.44
1235,65850,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,4,30,120,30,27.52
1236,65852,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,38,38,38,34.86
1237,65853,2023-12-05,Loja Porto Alegre,Mesa Digitalizadora,5,180,900,180,127.94
1238,65854,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,276,552,276,253.17
1239,65856,2023-12-05,Loja São Paulo 2,Teclado sem Fio Multi,2,66,132,66,41.49
1240,65856,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,3,102,306,102,41.86
1241,65856,2023-12-05,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
1242,65857,2023-12-05,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,216,648,216,88.64
1243,65858,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,4,363,1452,363,148.97
1244,65858,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,105,210,105,93.62
1245,65859,2023-12-05,Loja São Paulo 2,Roteador 300 Mbps Cisco,1,105,105,105,83.53
1246,65859,2023-12-05,Loja São Paulo 2,Calculadora Cientifica HP,4,150,600,150,107.4
1247,65859,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,5,214,1070,214,87.82
1248,65859,2023-12-05,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,270,270,270,247.67
1249,65860,2023-12-05,Loja Campinas,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
1250,65861,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,2,250,500,250,186.56
1251,65861,2023-12-05,Loja Rio de Janeiro 2,Mesa Digitalizadora,2,197,394,197,140.02
1252,65862,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,266,532,266,198.5
1253,65862,2023-12-05,Loja São Paulo 1,Teclado sem Fio Multi,2,60,120,60,37.72
1254,65863,2023-12-05,Loja Rio de Janeiro 1,Teclado sem Fio Multi,1,67,67,67,42.12
1255,65864,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,3,114,342,114,104.57
1256,65865,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,2,90,180,90,36.93
1257,65867,2023-12-05,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
1258,65868,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,145,145,145,129.29
1259,65869,2023-12-05,Loja Maringá,Mesa Digitalizadora,1,223,223,223,158.5
1260,65869,2023-12-05,Loja Maringá,Mouse sem Fio Microsoft,1,299,299,299,187.05
1261,65870,2023-12-05,Loja Rio de Janeiro 2,Mesa Digitalizadora,2,180,360,180,127.94
1262,65870,2023-12-05,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,133,133,133,54.58
1263,65870,2023-12-05,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
1264,65872,2023-12-05,Loja Campinas,Calculadora Cientifica HP,1,163,163,163,116.7
1265,65874,2023-12-05,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,266,266,266,198.5
1266,65875,2023-12-05,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,3,120,360,120,89.55
1267,65879,2023-12-05,Loja Florianópolis,HD SSD Maxtel 750 Gb,1,142,142,142,130.25
1268,65880,2023-12-05,Loja Campinas,Mouse Pad Colorido,2,108,216,108,44.32
1269,65880,2023-12-05,Loja Campinas,Mouse Pad Colorido,1,240,240,240,98.49
1270,65881,2023-12-05,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,750,750,750,559.69
1271,65881,2023-12-05,Loja Rio de Janeiro 1,Teclado sem Fio Multi,1,67,67,67,42.12
1272,65881,2023-12-05,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,133,133,133,54.58
1273,65881,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,5,149,745,149,136.68
1274,65882,2023-12-05,Loja João Pessoa,Mesa Digitalizadora,4,187,748,187,132.92
1275,65882,2023-12-05,Loja João Pessoa,Mouse Pad Colorido,2,240,480,240,98.49
1276,65883,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,277,277,277,254.09
1277,65883,2023-12-05,Loja São Paulo 1,HD SSD Kingston 1 Tb,2,113,226,113,100.76
1278,65884,2023-12-05,Loja Florianópolis,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
1279,65885,2023-12-05,Loja São Paulo 1,Mouse Pad Colorido,1,363,363,363,148.97
1280,65888,2023-12-05,Loja Recife,Mouse sem Fio Microsoft,1,269,269,269,168.28
1281,65889,2023-12-05,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,215,215,215,158.13
1282,65889,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,116,116,116,86.56
1283,65889,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
1284,65891,2023-12-05,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,5,250,1250,250,186.56
1285,65891,2023-12-05,Loja Florianópolis,Teclado sem Fio Megaware,1,93,93,93,69.38
1286,65891,2023-12-05,Loja Florianópolis,Mouse Pad Colorido,1,216,216,216,88.64
1287,65892,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,256,512,256,191.04
1288,65893,2023-12-05,Loja Campinas,Teclado sem Fio Megaware,3,80,240,80,59.68
1289,65894,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
1290,65894,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,2,706,1412,706,526.85
1291,65895,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,1,107,107,107,95.41
1292,65895,2023-12-05,Loja São Paulo 3,Teclado Gamer com Led,5,200,1000,200,147.1
1293,65895,2023-12-05,Loja São Paulo 3,Mouse Pad Colorido,2,108,216,108,44.32
1294,65897,2023-12-05,Loja Fortaleza,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
1295,65897,2023-12-05,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,2,750,1500,750,559.69
1296,65900,2023-12-05,Loja Fortaleza,Mesa Digitalizadora,1,223,223,223,158.5
1297,65901,2023-12-05,Loja Porto Alegre,HD SSD Kingston 1 Tb,1,118,118,118,105.21
1298,65903,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,107,321,107,95.41
1299,65906,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,4,145,580,145,129.29
1300,65906,2023-12-05,Loja São Paulo 2,Teclado sem Fio Megaware,2,124,248,124,92.51
1301,65907,2023-12-05,Loja São Paulo 2,Teclado sem Fio Multi,1,50,50,50,31.43
1302,65907,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,141,141,141,125.72
1303,65911,2023-12-05,Loja São Paulo 1,Mouse Pad Colorido,3,368,1104,368,151.02
1304,65911,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,250,250,250,186.56
1305,65913,2023-12-05,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,5,78,390,78,71.55
1306,65914,2023-12-05,Loja São Paulo 2,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
1307,65914,2023-12-05,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,2,190,380,190,128.57
1308,65914,2023-12-05,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
1309,65914,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,3,116,348,116,103.43
1310,65915,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,78,78,78,71.55
1311,65915,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
1312,65916,2023-12-05,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
1313,65918,2023-12-05,Loja Rio de Janeiro 1,Teclado Gamer com Led,1,215,215,215,158.13
1314,65918,2023-12-05,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,41,41,41,37.61
1315,65919,2023-12-05,Loja São Paulo 1,Teclado Gamer com Led,1,248,248,248,182.4
1316,65919,2023-12-05,Loja São Paulo 1,Mouse Pad Colorido,2,214,428,214,87.82
1317,65919,2023-12-05,Loja São Paulo 1,Calculadora Cientifica HP,4,157,628,157,112.41
1318,65919,2023-12-05,Loja São Paulo 1,Mouse Pad Colorido,5,363,1815,363,148.97
1319,65920,2023-12-05,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
1320,65921,2023-12-05,Loja Natal,Mouse Pad Colorido,1,216,216,216,88.64
1321,65921,2023-12-05,Loja Natal,Teclado Gamer com Led,1,248,248,248,182.4
1322,65921,2023-12-05,Loja Natal,Roteador 300 Mbps Cisco,3,71,213,71,56.48
1323,65922,2023-12-05,Loja Fortaleza,HD SSD Maxtel 750 Gb,2,130,260,130,119.25
1324,65922,2023-12-05,Loja Fortaleza,Teclado Gamer com Led,2,200,400,200,147.1
1325,65923,2023-12-05,Loja São Paulo 2,Mesa Digitalizadora,1,197,197,197,140.02
1326,65923,2023-12-05,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,2,120,240,120,89.55
1327,65924,2023-12-05,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,2,105,210,105,83.53
1328,65924,2023-12-05,Loja Rio de Janeiro 2,Teclado Gamer com Led,2,214,428,214,157.4
1329,65924,2023-12-05,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,100,100,100,41.04
1330,65925,2023-12-05,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,215,430,215,158.13
1331,65926,2023-12-05,Loja Rio de Janeiro 2,Calculadora Cientifica HP,5,169,845,169,121.0
1332,65926,2023-12-05,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,1,255,255,255,159.53
1333,65926,2023-12-05,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
1334,65927,2023-12-05,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,5,114,570,114,85.07
1335,65927,2023-12-05,Loja São Paulo 2,Teclado sem Fio Megaware,2,93,186,93,69.38
1336,65927,2023-12-05,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
1337,65929,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,277,554,277,254.09
1338,65930,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,5,363,1815,363,148.97
1339,65930,2023-12-05,Loja São Paulo 2,HD SSD Kingston 1 Tb,4,141,564,141,125.72
1340,65931,2023-12-05,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,3,100,300,100,74.62
1341,65931,2023-12-05,Loja São Paulo 2,Mouse Pad Colorido,2,100,200,100,41.04
1342,65932,2023-12-05,Loja Fortaleza,Mouse Pad Colorido,1,216,216,216,88.64
1343,65932,2023-12-05,Loja Fortaleza,Mesa Digitalizadora,2,196,392,196,139.31
1344,65933,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,113,339,113,100.76
1345,65933,2023-12-05,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,1,211,211,211,142.78
1346,65935,2023-12-05,Loja São Paulo 1,Roteador 300 Mbps Cisco,1,66,66,66,52.5
1347,65935,2023-12-05,Loja São Paulo 1,Mouse sem Fio Microsoft,5,299,1495,299,187.05
1348,65936,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,37,74,37,33.94
1349,65937,2023-12-05,Loja São Paulo 2,Calculadora Cientifica HP,2,155,310,155,110.98
1350,65939,2023-12-05,Loja Porto Alegre,Mouse sem Fio Microsoft,1,250,250,250,156.4
1351,65939,2023-12-05,Loja Porto Alegre,Mouse Pad Colorido,1,214,214,214,87.82
1352,65939,2023-12-05,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,2,100,200,100,74.62
1353,65940,2023-12-05,Loja São Paulo 3,Calculadora Cientifica HP,2,163,326,163,116.7
1354,65941,2023-12-05,Loja João Pessoa,Kit Teclado e Mouse Sem Fio,1,266,266,266,198.5
1355,65942,2023-12-05,Loja São Paulo 1,Mouse Pad Colorido,1,200,200,200,82.07
1356,65942,2023-12-05,Loja São Paulo 1,Roteador 300 Mbps Cisco,5,71,355,71,56.48
1357,65945,2023-12-05,Loja Florianópolis,Mesa Digitalizadora,1,200,200,200,142.16
1358,65945,2023-12-05,Loja Florianópolis,HD SSD Maxtel 750 Gb,3,276,828,276,253.17
1359,65945,2023-12-05,Loja Florianópolis,Teclado sem Fio Megaware,2,80,160,80,59.68
1360,65945,2023-12-05,Loja Florianópolis,Mesa Digitalizadora,1,197,197,197,140.02
1361,65945,2023-12-05,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,3,100,300,100,74.62
1362,65947,2023-12-05,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,100,100,100,74.62
1363,65947,2023-12-05,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
1364,65947,2023-12-05,Loja São Paulo 1,Teclado sem Fio Multi,2,50,100,50,31.43
1365,65948,2023-12-05,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,2,709,1418,709,529.09
1366,65948,2023-12-05,Loja São Paulo 2,Mouse sem Fio Microsoft,2,256,512,256,160.15
1367,65948,2023-12-05,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
1368,65948,2023-12-05,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,4,120,480,120,89.55
1369,65949,2023-12-05,Loja São Paulo 3,HD SSD Kingston 1 Tb,2,141,282,141,125.72
